name,position,year,round
J. Stewart,,1968,9
J. Stewart,6,1968,10
J. Stewart,1,1968,11
J. Stewart,7,1968,12
J. Clark,,1967,1
J. Stewart,,1967,1
J. Clark,,1967,2
J. Stewart,,1967,2
J. Clark,1,1967,3
J. Stewart,,1967,3
J. Stewart,2,1967,4
J. Clark,6,1967,4
J. Stewart,3,1967,5
J. Clark,,1967,5
J. Clark,1,1967,6
J. Stewart,,1967,6
J. Stewart,,1967,7
J. Clark,,1967,7
J. Clark,,1967,8
J. Stewart,,1967,8
J. Clark,3,1967,9
J. Stewart,,1967,9
J. Clark,1,1967,10
J. Stewart,,1967,10
J. Clark,1,1967,11
J. Stewart,,1967,11
J. Stewart,1,1966,1
J. Clark,,1966,1
J. Stewart,,1966,2
J. Clark,,1966,2
J. Clark,4,1966,4
J. Stewart,,1966,4
J. Clark,3,1966,5
J. Stewart,4,1966,5
J. Stewart,5,1966,6
J. Clark,,1966,6
J. Clark,,1966,7
J. Stewart,,1966,7
J. Clark,1,1966,8
J. Stewart,,1966,8
J. Stewart,,1966,9
J. Clark,,1966,9
J. Clark,1,1965,1
J. Stewart,6,1965,1
J. Stewart,3,1965,2
J. Clark,1,1965,3
J. Stewart,2,1965,3
J. Clark,1,1965,4
J. Stewart,2,1965,4
J. Clark,1,1965,5
J. Stewart,5,1965,5
J. Clark,1,1965,6
J. Stewart,2,1965,6
J. Clark,1,1965,7
J. Stewart,,1965,7
J. Stewart,1,1965,8
J. Clark,10,1965,8
J. Stewart,,1965,9
J. Clark,,1965,9
J. Stewart,,1965,10
J. Clark,,1965,10
J. Clark,4,1964,1
J. Clark,1,1964,2
J. Clark,1,1964,3
J. Clark,,1964,4
J. Clark,1,1964,5
J. Clark,,1964,6
J. Clark,,1964,7
J. Clark,15,1964,8
J. Clark,7,1964,9
J. Clark,5,1964,10
J. Clark,8,1963,1
J. Clark,1,1963,2
J. Clark,1,1963,3
J. Clark,1,1963,4
J. Clark,1,1963,5
J. Clark,2,1963,6
J. Clark,1,1963,7
J. Clark,3,1963,8
J. Clark,1,1963,9
J. Clark,9,1962,1
J. Clark,,1962,2
J. Clark,1,1962,3
J. Clark,,1962,4
J. Clark,1,1962,5
J. Clark,4,1962,6
J. Clark,,1962,7
J. Clark,1,1962,8
J. Clark,,1962,9
J. Clark,10,1961,1
J. Clark,3,1961,2
J. Clark,12,1961,3
J. Clark,3,1961,4
J. Clark,,1961,5
J. Clark,4,1961,6
J. Clark,,1961,7
J. Clark,7,1961,8
J. Clark,,1960,4
J. Clark,5,1960,5
J. Clark,5,1960,6
J. Clark,16,1960,7
J. Clark,3,1960,8
J. Clark,16,1960,10
J. Fangio,4,1958,1
J. Fangio,4,1958,6
J. Fangio,1,1957,1
J. Fangio,1,1957,2
J. Fangio,1,1957,4
J. Fangio,,1957,5
J. Fangio,1,1957,6
J. Fangio,2,1957,7
J. Fangio,2,1957,8
J. Fangio,,1956,1
J. Fangio,4,1956,2
J. Fangio,,1956,4
J. Fangio,4,1956,5
J. Fangio,1,1956,6
J. Fangio,1,1956,7
J. Fangio,8,1956,8
J. Fangio,1,1955,1
J. Fangio,,1955,2
J. Fangio,1,1955,4
J. Fangio,1,1955,5
J. Fangio,2,1955,6
J. Fangio,1,1955,7
J. Fangio,1,1954,1
J. Fangio,1,1954,3
J. Fangio,1,1954,4
J. Fangio,4,1954,5
J. Fangio,1,1954,6
J. Fangio,1,1954,7
J. Fangio,1,1954,8
J. Fangio,3,1954,9
J. Fangio,,1953,1
J. Fangio,,1953,3
J. Fangio,,1953,4
J. Fangio,2,1953,5
J. Fangio,2,1953,6
J. Fangio,2,1953,7
J. Fangio,4,1953,8
J. Fangio,1,1953,9
J. Fangio,1,1951,1
J. Fangio,9,1951,3
J. Fangio,11,1951,4
J. Fangio,2,1951,5
J. Fangio,2,1951,6
J. Fangio,,1951,7
J. Fangio,1,1951,8
J. Fangio,,1950,1
J. Fangio,1,1950,2
J. Fangio,,1950,4
J. Fangio,1,1950,5
J. Fangio,1,1950,6
J. Fangio,,1950,7
J. Fangio,,1950,7
J. Fangio,1,1951,4
J. Fangio,,1953,4
J. Fangio,,1953,8
J. Fangio,1,1956,1
J. Fangio,2,1956,2
J. Fangio,2,1956,8
J. Clark,1,1963,10
F. Alonso,1,2010,1
L. Hamilton,3,2010,1
S. Vettel,4,2010,1
N. Rosberg,5,2010,1
M. Schumacher,6,2010,1
F. Alonso,4,2010,2
N. Rosberg,5,2010,2
L. Hamilton,6,2010,2
M. Schumacher,10,2010,2
S. Vettel,,2010,2
S. Vettel,1,2010,3
N. Rosberg,3,2010,3
L. Hamilton,6,2010,3
F. Alonso,13,2010,3
M. Schumacher,,2010,3
L. Hamilton,2,2010,4
N. Rosberg,3,2010,4
F. Alonso,4,2010,4
S. Vettel,6,2010,4
M. Schumacher,10,2010,4
F. Alonso,2,2010,5
S. Vettel,3,2010,5
M. Schumacher,4,2010,5
N. Rosberg,13,2010,5
L. Hamilton,14,2010,5
S. Vettel,2,2010,6
L. Hamilton,5,2010,6
F. Alonso,6,2010,6
N. Rosberg,7,2010,6
M. Schumacher,12,2010,6
L. Hamilton,1,2010,7
M. Schumacher,4,2010,7
N. Rosberg,5,2010,7
F. Alonso,8,2010,7
S. Vettel,,2010,7
L. Hamilton,1,2010,8
F. Alonso,3,2010,8
S. Vettel,4,2010,8
N. Rosberg,6,2010,8
M. Schumacher,11,2010,8
S. Vettel,1,2010,9
L. Hamilton,2,2010,9
F. Alonso,8,2010,9
N. Rosberg,10,2010,9
M. Schumacher,15,2010,9
L. Hamilton,2,2010,10
N. Rosberg,3,2010,10
S. Vettel,7,2010,10
M. Schumacher,9,2010,10
F. Alonso,14,2010,10
F. Alonso,1,2010,11
S. Vettel,3,2010,11
L. Hamilton,4,2010,11
N. Rosberg,8,2010,11
M. Schumacher,9,2010,11
F. Alonso,2,2010,12
S. Vettel,3,2010,12
M. Schumacher,11,2010,12
L. Hamilton,,2010,12
N. Rosberg,,2010,12
L. Hamilton,1,2010,13
N. Rosberg,6,2010,13
M. Schumacher,7,2010,13
S. Vettel,15,2010,13
F. Alonso,,2010,13
F. Alonso,1,2010,14
S. Vettel,4,2010,14
N. Rosberg,5,2010,14
M. Schumacher,9,2010,14
L. Hamilton,,2010,14
F. Alonso,1,2010,15
S. Vettel,2,2010,15
N. Rosberg,5,2010,15
M. Schumacher,13,2010,15
L. Hamilton,,2010,15
S. Vettel,1,2010,16
F. Alonso,3,2010,16
L. Hamilton,5,2010,16
M. Schumacher,6,2010,16
N. Rosberg,,2010,16
F. Alonso,1,2010,17
L. Hamilton,2,2010,17
M. Schumacher,4,2010,17
S. Vettel,,2010,17
N. Rosberg,,2010,17
S. Vettel,1,2010,18
F. Alonso,3,2010,18
L. Hamilton,4,2010,18
N. Rosberg,6,2010,18
M. Schumacher,7,2010,18
S. Vettel,1,2010,19
L. Hamilton,2,2010,19
N. Rosberg,4,2010,19
F. Alonso,7,2010,19
M. Schumacher,,2010,19
S. Vettel,1,2011,1
L. Hamilton,2,2011,1
F. Alonso,4,2011,1
N. Rosberg,,2011,1
M. Schumacher,,2011,1
S. Vettel,1,2011,2
F. Alonso,6,2011,2
L. Hamilton,8,2011,2
M. Schumacher,9,2011,2
N. Rosberg,12,2011,2
L. Hamilton,1,2011,3
S. Vettel,2,2011,3
N. Rosberg,5,2011,3
F. Alonso,7,2011,3
M. Schumacher,8,2011,3
S. Vettel,1,2011,4
F. Alonso,3,2011,4
L. Hamilton,4,2011,4
N. Rosberg,5,2011,4
M. Schumacher,12,2011,4
S. Vettel,1,2011,5
L. Hamilton,2,2011,5
F. Alonso,5,2011,5
M. Schumacher,6,2011,5
N. Rosberg,7,2011,5
S. Vettel,1,2011,6
F. Alonso,2,2011,6
L. Hamilton,6,2011,6
N. Rosberg,11,2011,6
M. Schumacher,,2011,6
S. Vettel,2,2011,7
M. Schumacher,4,2011,7
N. Rosberg,11,2011,7
F. Alonso,,2011,7
L. Hamilton,,2011,7
S. Vettel,1,2011,8
F. Alonso,2,2011,8
L. Hamilton,4,2011,8
N. Rosberg,7,2011,8
M. Schumacher,17,2011,8
F. Alonso,1,2011,9
S. Vettel,2,2011,9
L. Hamilton,4,2011,9
N. Rosberg,6,2011,9
M. Schumacher,9,2011,9
L. Hamilton,1,2011,10
F. Alonso,2,2011,10
S. Vettel,4,2011,10
N. Rosberg,7,2011,10
M. Schumacher,8,2011,10
S. Vettel,2,2011,11
F. Alonso,3,2011,11
L. Hamilton,4,2011,11
N. Rosberg,9,2011,11
M. Schumacher,,2011,11
S. Vettel,1,2011,12
F. Alonso,4,2011,12
M. Schumacher,5,2011,12
N. Rosberg,6,2011,12
L. Hamilton,,2011,12
S. Vettel,1,2011,13
F. Alonso,3,2011,13
L. Hamilton,4,2011,13
M. Schumacher,5,2011,13
N. Rosberg,,2011,13
S. Vettel,1,2011,14
F. Alonso,4,2011,14
L. Hamilton,5,2011,14
N. Rosberg,7,2011,14
M. Schumacher,,2011,14
F. Alonso,2,2011,15
S. Vettel,3,2011,15
L. Hamilton,5,2011,15
M. Schumacher,6,2011,15
N. Rosberg,10,2011,15
S. Vettel,1,2011,16
L. Hamilton,2,2011,16
F. Alonso,5,2011,16
N. Rosberg,8,2011,16
M. Schumacher,,2011,16
S. Vettel,1,2011,17
F. Alonso,3,2011,17
M. Schumacher,5,2011,17
N. Rosberg,6,2011,17
L. Hamilton,7,2011,17
L. Hamilton,1,2011,18
F. Alonso,2,2011,18
N. Rosberg,6,2011,18
M. Schumacher,7,2011,18
S. Vettel,,2011,18
S. Vettel,2,2011,19
F. Alonso,4,2011,19
N. Rosberg,7,2011,19
M. Schumacher,15,2011,19
L. Hamilton,,2011,19
S. Vettel,2,2012,1
L. Hamilton,3,2012,1
F. Alonso,5,2012,1
K. Räikkönen,7,2012,1
N. Rosberg,12,2012,1
M. Schumacher,,2012,1
F. Alonso,1,2012,2
L. Hamilton,3,2012,2
K. Räikkönen,5,2012,2
M. Schumacher,10,2012,2
S. Vettel,11,2012,2
N. Rosberg,13,2012,2
N. Rosberg,1,2012,3
L. Hamilton,3,2012,3
S. Vettel,5,2012,3
F. Alonso,9,2012,3
K. Räikkönen,14,2012,3
M. Schumacher,,2012,3
S. Vettel,1,2012,4
K. Räikkönen,2,2012,4
N. Rosberg,5,2012,4
F. Alonso,7,2012,4
L. Hamilton,8,2012,4
M. Schumacher,10,2012,4
F. Alonso,2,2012,5
K. Räikkönen,3,2012,5
S. Vettel,6,2012,5
N. Rosberg,7,2012,5
L. Hamilton,8,2012,5
M. Schumacher,,2012,5
N. Rosberg,2,2012,6
F. Alonso,3,2012,6
S. Vettel,4,2012,6
L. Hamilton,5,2012,6
K. Räikkönen,9,2012,6
M. Schumacher,,2012,6
L. Hamilton,1,2012,7
S. Vettel,4,2012,7
F. Alonso,5,2012,7
N. Rosberg,6,2012,7
K. Räikkönen,8,2012,7
M. Schumacher,,2012,7
F. Alonso,1,2012,8
K. Räikkönen,2,2012,8
M. Schumacher,3,2012,8
N. Rosberg,6,2012,8
L. Hamilton,19,2012,8
S. Vettel,,2012,8
F. Alonso,2,2012,9
S. Vettel,3,2012,9
K. Räikkönen,5,2012,9
M. Schumacher,7,2012,9
L. Hamilton,8,2012,9
N. Rosberg,15,2012,9
F. Alonso,1,2012,10
K. Räikkönen,3,2012,10
S. Vettel,5,2012,10
M. Schumacher,7,2012,10
N. Rosberg,10,2012,10
L. Hamilton,,2012,10
L. Hamilton,1,2012,11
K. Räikkönen,2,2012,11
S. Vettel,4,2012,11
F. Alonso,5,2012,11
N. Rosberg,10,2012,11
M. Schumacher,,2012,11
S. Vettel,2,2012,12
K. Räikkönen,3,2012,12
M. Schumacher,7,2012,12
N. Rosberg,11,2012,12
F. Alonso,,2012,12
L. Hamilton,,2012,12
L. Hamilton,1,2012,13
F. Alonso,3,2012,13
K. Räikkönen,5,2012,13
M. Schumacher,6,2012,13
N. Rosberg,7,2012,13
S. Vettel,22,2012,13
S. Vettel,1,2012,14
F. Alonso,3,2012,14
N. Rosberg,5,2012,14
K. Räikkönen,6,2012,14
M. Schumacher,,2012,14
L. Hamilton,,2012,14
S. Vettel,1,2012,15
L. Hamilton,5,2012,15
K. Räikkönen,6,2012,15
M. Schumacher,11,2012,15
F. Alonso,,2012,15
N. Rosberg,,2012,15
S. Vettel,1,2012,16
F. Alonso,3,2012,16
K. Räikkönen,5,2012,16
L. Hamilton,10,2012,16
M. Schumacher,13,2012,16
N. Rosberg,,2012,16
S. Vettel,1,2012,17
F. Alonso,2,2012,17
L. Hamilton,4,2012,17
K. Räikkönen,7,2012,17
N. Rosberg,11,2012,17
M. Schumacher,22,2012,17
K. Räikkönen,1,2012,18
F. Alonso,2,2012,18
S. Vettel,3,2012,18
M. Schumacher,11,2012,18
L. Hamilton,,2012,18
N. Rosberg,,2012,18
L. Hamilton,1,2012,19
S. Vettel,2,2012,19
F. Alonso,3,2012,19
K. Räikkönen,6,2012,19
N. Rosberg,13,2012,19
M. Schumacher,16,2012,19
F. Alonso,2,2012,20
S. Vettel,6,2012,20
M. Schumacher,7,2012,20
K. Räikkönen,10,2012,20
N. Rosberg,15,2012,20
L. Hamilton,,2012,20
K. Räikkönen,1,2013,1
F. Alonso,2,2013,1
S. Vettel,3,2013,1
L. Hamilton,5,2013,1
N. Rosberg,,2013,1
S. Vettel,1,2013,2
L. Hamilton,3,2013,2
N. Rosberg,4,2013,2
K. Räikkönen,7,2013,2
F. Alonso,,2013,2
F. Alonso,1,2013,3
K. Räikkönen,2,2013,3
L. Hamilton,3,2013,3
S. Vettel,4,2013,3
N. Rosberg,,2013,3
S. Vettel,1,2013,4
K. Räikkönen,2,2013,4
L. Hamilton,5,2013,4
F. Alonso,8,2013,4
N. Rosberg,9,2013,4
F. Alonso,1,2013,5
K. Räikkönen,2,2013,5
S. Vettel,4,2013,5
N. Rosberg,6,2013,5
L. Hamilton,12,2013,5
N. Rosberg,1,2013,6
S. Vettel,2,2013,6
L. Hamilton,4,2013,6
F. Alonso,7,2013,6
K. Räikkönen,10,2013,6
S. Vettel,1,2013,7
F. Alonso,2,2013,7
L. Hamilton,3,2013,7
N. Rosberg,5,2013,7
K. Räikkönen,9,2013,7
N. Rosberg,1,2013,8
F. Alonso,3,2013,8
L. Hamilton,4,2013,8
K. Räikkönen,5,2013,8
S. Vettel,,2013,8
S. Vettel,1,2013,9
K. Räikkönen,2,2013,9
F. Alonso,4,2013,9
L. Hamilton,5,2013,9
N. Rosberg,9,2013,9
L. Hamilton,1,2013,10
K. Räikkönen,2,2013,10
S. Vettel,3,2013,10
F. Alonso,5,2013,10
N. Rosberg,19,2013,10
S. Vettel,1,2013,11
F. Alonso,2,2013,11
L. Hamilton,3,2013,11
N. Rosberg,4,2013,11
K. Räikkönen,,2013,11
S. Vettel,1,2013,12
F. Alonso,2,2013,12
N. Rosberg,6,2013,12
L. Hamilton,9,2013,12
K. Räikkönen,11,2013,12
S. Vettel,1,2013,13
F. Alonso,2,2013,13
K. Räikkönen,3,2013,13
N. Rosberg,4,2013,13
L. Hamilton,5,2013,13
S. Vettel,1,2013,14
K. Räikkönen,2,2013,14
L. Hamilton,5,2013,14
F. Alonso,6,2013,14
N. Rosberg,7,2013,14
S. Vettel,1,2013,15
F. Alonso,4,2013,15
K. Räikkönen,5,2013,15
N. Rosberg,8,2013,15
L. Hamilton,,2013,15
S. Vettel,1,2013,16
N. Rosberg,2,2013,16
L. Hamilton,6,2013,16
K. Räikkönen,7,2013,16
F. Alonso,11,2013,16
S. Vettel,1,2013,17
N. Rosberg,3,2013,17
F. Alonso,5,2013,17
L. Hamilton,7,2013,17
K. Räikkönen,,2013,17
S. Vettel,1,2013,18
L. Hamilton,4,2013,18
F. Alonso,5,2013,18
N. Rosberg,9,2013,18
S. Vettel,1,2013,19
F. Alonso,3,2013,19
N. Rosberg,5,2013,19
L. Hamilton,9,2013,19
N. Rosberg,1,2014,1
F. Alonso,4,2014,1
K. Räikkönen,7,2014,1
S. Vettel,,2014,1
L. Hamilton,,2014,1
L. Hamilton,1,2014,2
N. Rosberg,2,2014,2
S. Vettel,3,2014,2
F. Alonso,4,2014,2
K. Räikkönen,12,2014,2
L. Hamilton,1,2014,3
N. Rosberg,2,2014,3
S. Vettel,6,2014,3
F. Alonso,9,2014,3
K. Räikkönen,10,2014,3
L. Hamilton,1,2014,4
N. Rosberg,2,2014,4
F. Alonso,3,2014,4
S. Vettel,5,2014,4
K. Räikkönen,8,2014,4
L. Hamilton,1,2014,5
N. Rosberg,2,2014,5
S. Vettel,4,2014,5
F. Alonso,6,2014,5
K. Räikkönen,7,2014,5
N. Rosberg,1,2014,6
L. Hamilton,2,2014,6
F. Alonso,4,2014,6
K. Räikkönen,12,2014,6
S. Vettel,,2014,6
N. Rosberg,2,2014,7
S. Vettel,3,2014,7
F. Alonso,6,2014,7
K. Räikkönen,10,2014,7
L. Hamilton,,2014,7
N. Rosberg,1,2014,8
L. Hamilton,2,2014,8
F. Alonso,5,2014,8
K. Räikkönen,10,2014,8
S. Vettel,,2014,8
L. Hamilton,1,2014,9
S. Vettel,5,2014,9
F. Alonso,6,2014,9
N. Rosberg,,2014,9
K. Räikkönen,,2014,9
N. Rosberg,1,2014,10
L. Hamilton,3,2014,10
S. Vettel,4,2014,10
F. Alonso,5,2014,10
K. Räikkönen,11,2014,10
F. Alonso,2,2014,11
L. Hamilton,3,2014,11
N. Rosberg,4,2014,11
K. Räikkönen,6,2014,11
S. Vettel,7,2014,11
N. Rosberg,2,2014,12
K. Räikkönen,4,2014,12
S. Vettel,5,2014,12
F. Alonso,7,2014,12
L. Hamilton,,2014,12
L. Hamilton,1,2014,13
N. Rosberg,2,2014,13
S. Vettel,6,2014,13
K. Räikkönen,9,2014,13
F. Alonso,,2014,13
L. Hamilton,1,2014,14
S. Vettel,2,2014,14
F. Alonso,4,2014,14
K. Räikkönen,8,2014,14
N. Rosberg,,2014,14
L. Hamilton,1,2014,15
N. Rosberg,2,2014,15
S. Vettel,3,2014,15
K. Räikkönen,12,2014,15
F. Alonso,,2014,15
L. Hamilton,1,2014,16
N. Rosberg,2,2014,16
F. Alonso,6,2014,16
S. Vettel,8,2014,16
K. Räikkönen,9,2014,16
L. Hamilton,1,2014,17
N. Rosberg,2,2014,17
F. Alonso,6,2014,17
S. Vettel,7,2014,17
K. Räikkönen,13,2014,17
N. Rosberg,1,2014,18
L. Hamilton,2,2014,18
S. Vettel,5,2014,18
F. Alonso,6,2014,18
K. Räikkönen,7,2014,18
L. Hamilton,1,2014,19
S. Vettel,8,2014,19
F. Alonso,9,2014,19
K. Räikkönen,10,2014,19
N. Rosberg,14,2014,19
L. Hamilton,1,2015,1
N. Rosberg,2,2015,1
S. Vettel,3,2015,1
K. Räikkönen,,2015,1
S. Vettel,1,2015,2
L. Hamilton,2,2015,2
N. Rosberg,3,2015,2
K. Räikkönen,4,2015,2
F. Alonso,,2015,2
L. Hamilton,1,2015,3
N. Rosberg,2,2015,3
S. Vettel,3,2015,3
K. Räikkönen,4,2015,3
F. Alonso,12,2015,3
L. Hamilton,1,2015,4
K. Räikkönen,2,2015,4
N. Rosberg,3,2015,4
S. Vettel,5,2015,4
F. Alonso,11,2015,4
N. Rosberg,1,2015,5
L. Hamilton,2,2015,5
S. Vettel,3,2015,5
K. Räikkönen,5,2015,5
F. Alonso,,2015,5
N. Rosberg,1,2015,6
S. Vettel,2,2015,6
L. Hamilton,3,2015,6
K. Räikkönen,6,2015,6
F. Alonso,,2015,6
L. Hamilton,1,2015,7
N. Rosberg,2,2015,7
K. Räikkönen,4,2015,7
S. Vettel,5,2015,7
F. Alonso,,2015,7
N. Rosberg,1,2015,8
L. Hamilton,2,2015,8
S. Vettel,4,2015,8
K. Räikkönen,,2015,8
F. Alonso,,2015,8
L. Hamilton,1,2015,9
N. Rosberg,2,2015,9
S. Vettel,3,2015,9
K. Räikkönen,8,2015,9
F. Alonso,10,2015,9
S. Vettel,1,2015,10
F. Alonso,5,2015,10
L. Hamilton,6,2015,10
N. Rosberg,8,2015,10
K. Räikkönen,,2015,10
L. Hamilton,1,2015,11
N. Rosberg,2,2015,11
K. Räikkönen,7,2015,11
S. Vettel,12,2015,11
F. Alonso,13,2015,11
L. Hamilton,1,2015,12
S. Vettel,2,2015,12
K. Räikkönen,5,2015,12
N. Rosberg,17,2015,12
F. Alonso,18,2015,12
S. Vettel,1,2015,13
K. Räikkönen,3,2015,13
N. Rosberg,4,2015,13
F. Alonso,,2015,13
L. Hamilton,,2015,13
L. Hamilton,1,2015,14
N. Rosberg,2,2015,14
S. Vettel,3,2015,14
K. Räikkönen,4,2015,14
F. Alonso,11,2015,14
L. Hamilton,1,2015,15
S. Vettel,2,2015,15
K. Räikkönen,8,2015,15
F. Alonso,11,2015,15
N. Rosberg,,2015,15
L. Hamilton,1,2015,16
N. Rosberg,2,2015,16
S. Vettel,3,2015,16
F. Alonso,11,2015,16
K. Räikkönen,,2015,16
N. Rosberg,1,2015,17
L. Hamilton,2,2015,17
S. Vettel,,2015,17
K. Räikkönen,,2015,17
F. Alonso,,2015,17
N. Rosberg,1,2015,18
L. Hamilton,2,2015,18
S. Vettel,3,2015,18
K. Räikkönen,4,2015,18
F. Alonso,15,2015,18
N. Rosberg,1,2015,19
L. Hamilton,2,2015,19
K. Räikkönen,3,2015,19
S. Vettel,4,2015,19
F. Alonso,17,2015,19
N. Rosberg,1,2016,1
L. Hamilton,2,2016,1
S. Vettel,3,2016,1
K. Räikkönen,,2016,1
F. Alonso,,2016,1
N. Rosberg,1,2016,2
K. Räikkönen,2,2016,2
L. Hamilton,3,2016,2
S. Vettel,,2016,2
N. Rosberg,1,2016,3
S. Vettel,2,2016,3
K. Räikkönen,5,2016,3
L. Hamilton,7,2016,3
F. Alonso,12,2016,3
N. Rosberg,1,2016,4
L. Hamilton,2,2016,4
K. Räikkönen,3,2016,4
F. Alonso,6,2016,4
S. Vettel,,2016,4
K. Räikkönen,2,2016,5
S. Vettel,3,2016,5
F. Alonso,,2016,5
L. Hamilton,,2016,5
N. Rosberg,,2016,5
L. Hamilton,1,2016,6
S. Vettel,4,2016,6
F. Alonso,5,2016,6
N. Rosberg,7,2016,6
K. Räikkönen,,2016,6
L. Hamilton,1,2016,7
S. Vettel,2,2016,7
N. Rosberg,5,2016,7
K. Räikkönen,6,2016,7
F. Alonso,11,2016,7
N. Rosberg,1,2016,8
S. Vettel,2,2016,8
K. Räikkönen,4,2016,8
L. Hamilton,5,2016,8
F. Alonso,,2016,8
L. Hamilton,1,2016,9
K. Räikkönen,3,2016,9
N. Rosberg,4,2016,9
F. Alonso,18,2016,9
S. Vettel,,2016,9
L. Hamilton,1,2016,10
N. Rosberg,3,2016,10
K. Räikkönen,5,2016,10
S. Vettel,9,2016,10
F. Alonso,13,2016,10
L. Hamilton,1,2016,11
N. Rosberg,2,2016,11
S. Vettel,4,2016,11
K. Räikkönen,6,2016,11
F. Alonso,7,2016,11
L. Hamilton,1,2016,12
N. Rosberg,4,2016,12
S. Vettel,5,2016,12
K. Räikkönen,6,2016,12
F. Alonso,12,2016,12
N. Rosberg,1,2016,13
L. Hamilton,3,2016,13
S. Vettel,6,2016,13
F. Alonso,7,2016,13
K. Räikkönen,9,2016,13
N. Rosberg,1,2016,14
L. Hamilton,2,2016,14
S. Vettel,3,2016,14
K. Räikkönen,4,2016,14
F. Alonso,14,2016,14
N. Rosberg,1,2016,15
L. Hamilton,3,2016,15
K. Räikkönen,4,2016,15
S. Vettel,5,2016,15
F. Alonso,7,2016,15
N. Rosberg,3,2016,16
K. Räikkönen,4,2016,16
F. Alonso,7,2016,16
L. Hamilton,,2016,16
S. Vettel,,2016,16
N. Rosberg,1,2016,17
L. Hamilton,3,2016,17
S. Vettel,4,2016,17
K. Räikkönen,5,2016,17
F. Alonso,16,2016,17
L. Hamilton,1,2016,18
N. Rosberg,2,2016,18
S. Vettel,4,2016,18
F. Alonso,5,2016,18
K. Räikkönen,,2016,18
L. Hamilton,1,2016,19
N. Rosberg,2,2016,19
S. Vettel,5,2016,19
K. Räikkönen,6,2016,19
F. Alonso,13,2016,19
L. Hamilton,1,2016,20
N. Rosberg,2,2016,20
S. Vettel,5,2016,20
F. Alonso,10,2016,20
K. Räikkönen,,2016,20
L. Hamilton,1,2016,21
N. Rosberg,2,2016,21
S. Vettel,3,2016,21
K. Räikkönen,6,2016,21
F. Alonso,10,2016,21
S. Vettel,1,2017,1
L. Hamilton,2,2017,1
K. Räikkönen,4,2017,1
F. Alonso,,2017,1
L. Hamilton,1,2017,2
S. Vettel,2,2017,2
K. Räikkönen,5,2017,2
F. Alonso,,2017,2
S. Vettel,1,2017,3
L. Hamilton,2,2017,3
K. Räikkönen,4,2017,3
F. Alonso,14,2017,3
S. Vettel,2,2017,4
K. Räikkönen,3,2017,4
L. Hamilton,4,2017,4
F. Alonso,,2017,4
L. Hamilton,1,2017,5
S. Vettel,2,2017,5
F. Alonso,12,2017,5
K. Räikkönen,,2017,5
S. Vettel,1,2017,6
K. Räikkönen,2,2017,6
L. Hamilton,7,2017,6
L. Hamilton,1,2017,7
S. Vettel,4,2017,7
K. Räikkönen,7,2017,7
F. Alonso,16,2017,7
S. Vettel,4,2017,8
L. Hamilton,5,2017,8
F. Alonso,9,2017,8
K. Räikkönen,14,2017,8
S. Vettel,2,2017,9
L. Hamilton,4,2017,9
K. Räikkönen,5,2017,9
F. Alonso,,2017,9
L. Hamilton,1,2017,10
K. Räikkönen,3,2017,10
S. Vettel,7,2017,10
F. Alonso,,2017,10
S. Vettel,1,2017,11
K. Räikkönen,2,2017,11
L. Hamilton,4,2017,11
F. Alonso,6,2017,11
L. Hamilton,1,2017,12
S. Vettel,2,2017,12
K. Räikkönen,4,2017,12
F. Alonso,,2017,12
L. Hamilton,1,2017,13
S. Vettel,3,2017,13
K. Räikkönen,5,2017,13
F. Alonso,17,2017,13
L. Hamilton,1,2017,14
F. Alonso,,2017,14
S. Vettel,,2017,14
K. Räikkönen,,2017,14
L. Hamilton,2,2017,15
S. Vettel,4,2017,15
F. Alonso,11,2017,15
K. Räikkönen,,2017,15
L. Hamilton,1,2017,16
K. Räikkönen,5,2017,16
F. Alonso,11,2017,16
S. Vettel,,2017,16
L. Hamilton,1,2017,17
S. Vettel,2,2017,17
K. Räikkönen,3,2017,17
F. Alonso,,2017,17
K. Räikkönen,3,2017,18
S. Vettel,4,2017,18
L. Hamilton,9,2017,18
F. Alonso,10,2017,18
S. Vettel,1,2017,19
K. Räikkönen,3,2017,19
L. Hamilton,4,2017,19
F. Alonso,8,2017,19
L. Hamilton,2,2017,20
S. Vettel,3,2017,20
K. Räikkönen,4,2017,20
F. Alonso,9,2017,20
S. Vettel,1,2018,1
L. Hamilton,2,2018,1
K. Räikkönen,3,2018,1
F. Alonso,5,2018,1
S. Vettel,1,2018,2
L. Hamilton,3,2018,2
F. Alonso,7,2018,2
K. Räikkönen,,2018,2
K. Räikkönen,3,2018,3
L. Hamilton,4,2018,3
F. Alonso,7,2018,3
S. Vettel,8,2018,3
L. Hamilton,1,2018,4
K. Räikkönen,2,2018,4
S. Vettel,4,2018,4
F. Alonso,7,2018,4
L. Hamilton,1,2018,5
S. Vettel,4,2018,5
F. Alonso,8,2018,5
K. Räikkönen,,2018,5
S. Vettel,2,2018,6
L. Hamilton,3,2018,6
K. Räikkönen,4,2018,6
F. Alonso,,2018,6
S. Vettel,1,2018,7
L. Hamilton,5,2018,7
K. Räikkönen,6,2018,7
F. Alonso,,2018,7
L. Hamilton,1,2018,8
K. Räikkönen,3,2018,8
S. Vettel,5,2018,8
F. Alonso,16,2018,8
K. Räikkönen,2,2018,9
S. Vettel,3,2018,9
F. Alonso,8,2018,9
